date,high_temp,low_temp,average_temp
12/29/1962,51,24,38
12/30/1962,49,26,38
12/31/1962,50,28,39
1/1/1963,38,28,33
1/2/1963,37,30,34
1/3/1963,49,34,42
1/4/1963,54,32,43
1/5/1963,54,30,42
1/6/1963,58,33,46
1/7/1963,56,31,44
1/8/1963,57,30,44
1/9/1963,52,30,41
1/10/1963,52,36,44
1/11/1963,44,32,38
1/12/1963,48,29,38
1/13/1963,47,23,35
1/14/1963,50,24,37
1/15/1963,54,26,40
1/16/1963,53,27,40
1/17/1963,55,24,40
1/18/1963,51,26,38
1/19/1963,55,33,44
1/20/1963,52,25,38
1/21/1963,54,26,40
1/22/1963,55,29,42
1/23/1963,53,31,42
1/24/1963,50,32,41
1/25/1963,41,31,36
1/26/1963,39,36,38
1/27/1963,39,35,37
1/28/1963,42,35,38
1/29/1963,51,38,44
1/30/1963,59,50,54
1/31/1963,62,57,60
2/1/1963,67,57,62
2/2/1963,66,55,60
2/3/1963,68,54,61
2/4/1963,63,50,56
2/5/1963,65,46,56
2/6/1963,73,52,62
2/7/1963,64,51,58
2/8/1963,66,51,58
2/9/1963,59,51,55
2/10/1963,63,49,56
2/11/1963,65,49,57
2/12/1963,56,46,51
2/13/1963,62,49,56
2/14/1963,57,42,50
2/15/1963,58,44,51
2/16/1963,57,46,52
2/17/1963,61,48,54
2/18/1963,66,46,56
2/19/1963,60,46,53
2/20/1963,67,46,56
2/21/1963,62,44,53
2/22/1963,69,44,56
2/23/1963,66,39,52
2/24/1963,68,42,55
2/25/1963,69,44,56
2/26/1963,70,46,58
2/27/1963,70,46,58
2/28/1963,68,39,54
3/1/1963,72,39,56
3/2/1963,62,38,50
3/3/1963,62,39,50
3/4/1963,64,34,49
3/5/1963,60,40,50
3/6/1963,58,37,48
3/7/1963,64,39,52
3/8/1963,64,40,52
3/9/1963,63,47,55
3/10/1963,60,43,52
3/11/1963,70,38,54
3/12/1963,64,37,50
3/13/1963,64,33,48
3/14/1963,55,35,45
3/15/1963,56,31,44
3/16/1963,50,40,45
3/17/1963,55,38,46
3/18/1963,61,35,48
3/19/1963,65,36,50
3/20/1963,67,41,54
3/21/1963,63,43,53
3/22/1963,66,44,55
3/23/1963,59,42,50
3/24/1963,62,36,49
3/25/1963,66,38,52
3/26/1963,64,44,54
3/27/1963,57,49,53
3/28/1963,62,47,54
3/29/1963,63,47,55
3/30/1963,64,47,56
3/31/1963,59,43,51
4/1/1963,57,36,46
4/2/1963,60,35,48
4/3/1963,65,47,56
4/4/1963,70,45,58
4/5/1963,60,54,57
4/6/1963,59,56,58
4/7/1963,65,46,56
4/8/1963,63,43,53
4/9/1963,62,45,54
4/10/1963,61,45,53
4/11/1963,63,41,52
4/12/1963,70,50,60
4/13/1963,66,53,60
4/14/1963,65,50,58
4/15/1963,60,43,52
4/16/1963,59,35,47
4/17/1963,61,38,50
4/18/1963,61,40,50
4/19/1963,59,42,50
4/20/1963,52,39,46
4/21/1963,60,34,47
4/22/1963,64,39,52
4/23/1963,70,40,55
4/24/1963,63,44,54
4/25/1963,57,48,52
4/26/1963,64,47,56
4/27/1963,66,42,54
4/28/1963,72,44,58
4/29/1963,74,45,60
4/30/1963,73,48,60
5/1/1963,71,45,58
5/2/1963,72,45,58
5/3/1963,72,49,60
5/4/1963,66,52,59
5/5/1963,73,50,62
5/6/1963,76,52,64
5/7/1963,70,50,60
5/8/1963,54,45,50
5/9/1963,65,41,53
5/10/1963,61,46,54
5/11/1963,66,45,56
5/12/1963,69,42,56
5/13/1963,66,48,57
5/14/1963,76,47,62
5/15/1963,81,48,64
5/16/1963,86,51,68
5/17/1963,90,55,72
5/18/1963,88,52,70
5/19/1963,83,51,67
5/20/1963,72,53,62
5/21/1963,63,53,58
5/22/1963,70,55,62
5/23/1963,75,52,64
5/24/1963,74,54,64
5/25/1963,77,53,65
5/26/1963,75,52,64
5/27/1963,83,50,66
5/28/1963,72,54,63
5/29/1963,81,52,66
5/30/1963,84,55,70
5/31/1963,83,56,70
6/1/1963,93,52,72
6/2/1963,87,52,70
6/3/1963,80,60,70
6/4/1963,86,52,69
6/5/1963,84,53,68
6/6/1963,85,58,72
6/7/1963,86,53,70
6/8/1963,91,50,70
6/9/1963,87,53,70
6/10/1963,84,51,68
6/11/1963,82,49,66
6/12/1963,85,53,69
6/13/1963,80,54,67
6/14/1963,87,56,72
6/15/1963,96,56,76
6/16/1963,99,59,79
6/17/1963,103,62,82
6/18/1963,88,57,72
6/19/1963,87,55,71
6/20/1963,82,54,68
6/21/1963,81,53,67
6/22/1963,78,51,64
6/23/1963,81,53,67
6/24/1963,87,52,70
6/25/1963,93,57,75
6/26/1963,90,55,72
6/27/1963,73,53,63
6/28/1963,77,53,65
6/29/1963,83,50,66
6/30/1963,89,55,72
7/1/1963,82,53,68
7/2/1963,81,52,66
7/3/1963,83,51,67
7/4/1963,85,53,69
7/5/1963,85,56,70
7/6/1963,85,57,71
7/7/1963,85,57,71
7/8/1963,90,52,71
7/9/1963,96,56,76
7/10/1963,98,60,79
7/11/1963,100,62,81
7/12/1963,100,61,80
7/13/1963,95,58,76
7/14/1963,98,58,78
7/15/1963,90,59,74
7/16/1963,86,56,71
7/17/1963,87,57,72
7/18/1963,94,55,74
7/19/1963,89,56,72
7/20/1963,93,55,74
7/21/1963,93,56,74
7/22/1963,92,57,74
7/23/1963,91,57,74
7/24/1963,90,55,72
7/25/1963,94,56,75
7/26/1963,100,60,80
7/27/1963,97,61,79
7/28/1963,86,57,72
7/29/1963,92,55,74
7/30/1963,97,54,76
7/31/1963,98,57,78
8/1/1963,95,54,74
8/2/1963,82,53,68
8/3/1963,85,55,70
8/4/1963,95,53,74
8/5/1963,97,54,76
8/6/1963,99,56,78
8/7/1963,95,60,78
8/8/1963,86,66,76
8/9/1963,92,65,78
8/10/1963,98,61,80
8/11/1963,97,61,79
8/12/1963,98,61,80
8/13/1963,97,57,77
8/14/1963,100,59,80
8/15/1963,103,59,81
8/16/1963,99,61,80
8/17/1963,94,56,75
8/18/1963,95,59,77
8/19/1963,97,57,77
8/20/1963,94,56,75
8/21/1963,94,59,76
8/22/1963,83,57,70
8/23/1963,79,54,66
8/24/1963,83,53,68
8/25/1963,88,51,70
8/26/1963,93,54,74
8/27/1963,95,58,76
8/28/1963,95,60,78
8/29/1963,94,59,76
8/30/1963,84,59,72
8/31/1963,87,57,72
9/1/1963,92,57,74
9/2/1963,96,60,78
9/3/1963,104,61,82
9/4/1963,85,61,73
9/5/1963,85,62,74
9/6/1963,96,61,78
9/7/1963,94,59,76
9/8/1963,95,61,78
9/9/1963,86,58,72
9/10/1963,89,56,72
9/11/1963,90,60,75
9/12/1963,83,62,72
9/13/1963,85,57,71
9/14/1963,92,56,74
9/15/1963,86,58,72
9/16/1963,75,55,65
9/17/1963,78,59,68
9/18/1963,74,59,66
9/19/1963,78,57,68
9/20/1963,83,55,69
9/21/1963,85,54,70
9/22/1963,83,55,69
9/23/1963,85,52,68
9/24/1963,91,55,73
9/25/1963,97,55,76
9/26/1963,104,62,83
9/27/1963,102,65,84
9/28/1963,99,62,80
9/29/1963,97,60,78
9/30/1963,92,58,75
10/1/1963,99,55,77
10/2/1963,86,58,72
10/3/1963,86,56,71
10/4/1963,76,55,66
10/5/1963,70,59,64
10/6/1963,81,54,68
10/7/1963,84,54,69
10/8/1963,80,56,68
10/9/1963,79,58,68
10/10/1963,81,52,66
10/11/1963,73,55,64
10/12/1963,74,51,62
10/13/1963,77,51,64
10/14/1963,80,55,68
10/15/1963,73,54,64
10/16/1963,76,57,66
10/17/1963,73,53,63
10/18/1963,76,52,64
10/19/1963,76,51,64
10/20/1963,69,53,61
10/21/1963,76,50,63
10/22/1963,76,57,66
10/23/1963,71,50,60
10/24/1963,69,42,56
10/25/1963,75,50,62
10/26/1963,76,50,63
10/27/1963,76,44,60
10/28/1963,77,47,62
10/29/1963,66,50,58
10/30/1963,70,43,56
10/31/1963,72,38,55
11/1/1963,72,38,55
11/2/1963,64,48,56
11/3/1963,63,44,54
11/4/1963,58,53,56
11/5/1963,62,52,57
11/6/1963,63,45,54
11/7/1963,61,43,52
11/8/1963,62,52,57
11/9/1963,70,52,61
11/10/1963,60,46,53
11/11/1963,58,50,54
11/12/1963,60,50,55
11/13/1963,67,52,60
11/14/1963,65,54,60
11/15/1963,64,44,54
11/16/1963,60,39,50
11/17/1963,57,40,48
11/18/1963,57,34,46
11/19/1963,51,44,48
11/20/1963,58,44,51
11/21/1963,56,37,46
11/22/1963,52,34,43
11/23/1963,54,45,50
11/24/1963,59,42,50
11/25/1963,60,38,49
11/26/1963,60,37,48
11/27/1963,49,41,45
11/28/1963,48,44,46
11/29/1963,48,44,46
11/30/1963,45,42,44
12/1/1963,43,41,42
12/2/1963,43,41,42
12/3/1963,42,39,40
12/4/1963,41,39,40
12/5/1963,42,38,40
12/6/1963,44,34,39
12/7/1963,48,37,42
12/8/1963,48,38,43
12/9/1963,51,35,43
12/10/1963,51,30,40
12/11/1963,51,26,38
12/12/1963,43,29,36
12/13/1963,46,35,40
12/14/1963,39,35,37
12/15/1963,39,35,37
12/16/1963,39,35,37
12/17/1963,38,35,36
12/18/1963,39,34,36
12/19/1963,43,37,40
12/20/1963,47,41,44
12/21/1963,50,37,44
12/22/1963,52,33,42
12/23/1963,52,32,42
12/24/1963,41,33,37
12/25/1963,51,37,44
12/26/1963,51,41,46
12/27/1963,50,40,45
12/28/1963,49,42,46
12/29/1963,46,43,44
12/30/1963,48,43,46
12/31/1963,47,41,44
1/1/1964,46,38,42
1/2/1964,59,42,50
1/3/1964,53,33,43
1/4/1964,60,36,48
1/5/1964,50,30,40
1/6/1964,50,36,43
1/7/1964,55,39,47
1/8/1964,54,30,42
1/9/1964,56,35,46
1/10/1964,56,37,46
1/11/1964,48,29,38
1/12/1964,54,32,43
1/13/1964,54,28,41
1/14/1964,56,34,45
1/15/1964,52,30,41
1/16/1964,54,33,44
1/17/1964,52,45,48
1/18/1964,54,43,48
1/19/1964,57,47,52
1/20/1964,55,38,46
1/21/1964,47,38,42
1/22/1964,51,37,44
1/23/1964,50,34,42
1/24/1964,54,40,47
1/25/1964,50,40,45
1/26/1964,62,35,48
1/27/1964,55,37,46
1/28/1964,47,41,44
1/29/1964,47,44,46
1/30/1964,55,42,48
1/31/1964,56,42,49
2/1/1964,55,39,47
2/2/1964,65,37,51
2/3/1964,59,31,45
2/4/1964,61,36,48
2/5/1964,61,36,48
2/6/1964,62,39,50
2/7/1964,61,33,47
2/8/1964,61,34,48
2/9/1964,65,36,50
2/10/1964,64,36,50
2/11/1964,62,37,50
2/12/1964,59,37,48
2/13/1964,59,36,48
2/14/1964,57,31,44
2/15/1964,55,41,48
2/16/1964,59,37,48
2/17/1964,60,31,46
2/18/1964,64,34,49
2/19/1964,76,36,56
2/20/1964,71,44,58
2/21/1964,66,35,50
2/22/1964,72,38,55
2/23/1964,67,43,55
2/24/1964,62,38,50
2/25/1964,63,38,50
2/26/1964,63,31,47
2/27/1964,63,32,48
2/28/1964,60,38,49
2/29/1964,62,34,48
3/1/1964,53,39,46
3/2/1964,57,31,44
3/3/1964,64,36,50
3/4/1964,69,36,52
3/5/1964,60,38,49
3/6/1964,55,37,46
3/7/1964,60,32,46
3/8/1964,63,33,48
3/9/1964,62,42,52
3/10/1964,65,39,52
3/11/1964,55,42,48
3/12/1964,56,39,48
3/13/1964,61,40,50
3/14/1964,68,36,52
3/15/1964,72,43,58
3/16/1964,79,43,61
3/17/1964,78,40,59
3/18/1964,73,52,62
3/19/1964,79,47,63
3/20/1964,71,42,56
3/21/1964,60,38,49
3/22/1964,47,38,42
3/23/1964,53,40,46
3/24/1964,58,40,49
3/25/1964,62,34,48
3/26/1964,68,37,52
3/27/1964,72,38,55
3/28/1964,75,41,58
3/29/1964,77,46,62
3/30/1964,80,45,62
3/31/1964,57,47,52
4/1/1964,65,43,54
4/2/1964,64,36,50
4/3/1964,72,46,59
4/4/1964,72,41,56
4/5/1964,63,43,53
4/6/1964,70,38,54
4/7/1964,74,38,56
4/8/1964,78,44,61
4/9/1964,76,44,60
4/10/1964,78,44,61
4/11/1964,79,45,62
4/12/1964,84,52,68
4/13/1964,84,46,65
4/14/1964,90,50,70
4/15/1964,91,51,71
4/16/1964,78,43,60
4/17/1964,70,39,54
4/18/1964,68,40,54
4/19/1964,71,46,58
4/20/1964,69,44,56
4/21/1964,75,43,59
4/22/1964,70,44,57
4/23/1964,64,37,50
4/24/1964,68,36,52
4/25/1964,73,39,56
4/26/1964,75,45,60
4/27/1964,86,45,66
4/28/1964,79,50,64
4/29/1964,74,48,61
4/30/1964,70,43,56
5/1/1964,65,42,54
5/2/1964,67,37,52
5/3/1964,65,44,54
5/4/1964,69,43,56
5/5/1964,59,43,51
5/6/1964,71,38,54
5/7/1964,75,38,56
5/8/1964,80,44,62
5/9/1964,86,48,67
5/10/1964,88,53,70
5/11/1964,91,52,72
5/12/1964,90,53,72
5/13/1964,78,48,63
5/14/1964,83,44,64
5/15/1964,84,45,64
5/16/1964,73,49,61
5/17/1964,78,45,62
5/18/1964,82,48,65
5/19/1964,79,50,64
5/20/1964,81,48,64
5/21/1964,85,48,66
5/22/1964,86,50,68
5/23/1964,79,49,64
5/24/1964,83,50,66
5/25/1964,86,50,68
5/26/1964,70,51,60
5/27/1964,71,51,61
5/28/1964,79,47,63
5/29/1964,86,49,68
5/30/1964,90,52,71
5/31/1964,86,51,68
6/1/1964,84,51,68
6/2/1964,83,49,66
6/3/1964,83,49,66
6/4/1964,83,60,72
6/5/1964,84,58,71
6/6/1964,73,57,65
6/7/1964,80,54,67
6/8/1964,59,50,54
6/9/1964,60,52,56
6/10/1964,73,50,62
6/11/1964,83,50,66
6/12/1964,90,58,74
6/13/1964,95,56,76
6/14/1964,93,58,76
6/15/1964,78,55,66
6/16/1964,76,54,65
6/17/1964,82,50,66
6/18/1964,83,52,68
6/19/1964,88,52,70
6/20/1964,86,54,70
6/21/1964,94,53,74
6/22/1964,100,63,82
6/23/1964,105,65,85
6/24/1964,106,64,85
6/25/1964,103,67,85
6/26/1964,87,55,71
6/27/1964,88,50,69
6/28/1964,87,53,70
6/29/1964,81,52,66
6/30/1964,89,49,69
7/1/1964,86,52,69
7/2/1964,88,53,70
7/3/1964,82,52,67
7/4/1964,75,54,64
7/5/1964,91,51,71
7/6/1964,95,54,74
7/7/1964,92,54,73
7/8/1964,90,57,74
7/9/1964,90,52,71
7/10/1964,100,57,78
7/11/1964,106,64,85
7/12/1964,102,65,84
7/13/1964,100,58,79
7/14/1964,91,56,74
7/15/1964,91,61,76
7/16/1964,96,57,76
7/17/1964,100,62,81
7/18/1964,92,60,76
7/19/1964,93,57,75
7/20/1964,93,56,74
7/21/1964,97,60,78
7/22/1964,94,55,74
7/23/1964,104,58,81
7/24/1964,106,67,86
7/25/1964,97,63,80
7/26/1964,97,58,78
7/27/1964,93,63,78
7/28/1964,99,66,82
7/29/1964,97,60,78
7/30/1964,86,58,72
7/31/1964,88,56,72
8/1/1964,87,58,72
8/2/1964,90,56,73
8/3/1964,92,54,73
8/4/1964,99,57,78
8/5/1964,101,60,80
8/6/1964,102,64,83
8/7/1964,102,69,86
8/8/1964,95,62,78
8/9/1964,100,55,78
8/10/1964,95,58,76
8/11/1964,89,58,74
8/12/1964,95,58,76
8/13/1964,91,58,74
8/14/1964,86,55,70
8/15/1964,85,55,70
8/16/1964,95,54,74
8/17/1964,97,61,79
8/18/1964,94,57,76
8/19/1964,98,60,79
8/20/1964,102,68,85
8/21/1964,97,62,80
8/22/1964,94,60,77
8/23/1964,96,57,76
8/24/1964,96,56,76
8/25/1964,94,56,75
8/26/1964,91,56,74
8/27/1964,90,52,71
8/28/1964,87,58,72
8/29/1964,93,63,78
8/30/1964,88,56,72
8/31/1964,67,55,61
9/1/1964,74,50,62
9/2/1964,84,52,68
9/3/1964,90,52,71
9/4/1964,94,57,76
9/5/1964,85,53,69
9/6/1964,81,53,67
9/7/1964,80,53,66
9/8/1964,79,51,65
9/9/1964,83,48,66
9/10/1964,90,50,70
9/11/1964,93,51,72
9/12/1964,86,53,70
9/13/1964,81,52,66
9/14/1964,88,52,70
9/15/1964,94,55,74
9/16/1964,94,55,74
9/17/1964,82,55,68
9/18/1964,90,52,71
9/19/1964,96,64,80
9/20/1964,91,58,74
9/21/1964,91,58,74
9/22/1964,91,58,74
9/23/1964,103,57,80
9/24/1964,99,58,78
9/25/1964,99,58,78
9/26/1964,78,53,66
9/27/1964,73,51,62
9/28/1964,73,51,62
9/29/1964,82,50,66
9/30/1964,85,53,69
10/1/1964,85,53,69
10/2/1964,91,55,73
10/3/1964,91,55,73
10/4/1964,95,57,76
10/5/1964,93,60,76
10/6/1964,93,60,76
10/7/1964,81,58,70
10/8/1964,83,51,67
10/9/1964,83,51,67
10/10/1964,83,51,67
10/11/1964,90,54,72
10/12/1964,83,53,68
10/13/1964,83,53,68
10/14/1964,85,46,66
10/15/1964,85,46,66
10/16/1964,80,53,66
10/17/1964,81,51,66
10/18/1964,85,51,68
10/19/1964,89,50,70
10/20/1964,86,50,68
10/21/1964,86,50,68
10/22/1964,88,47,68
10/23/1964,70,52,61
10/24/1964,70,52,61
10/25/1964,63,46,54
10/26/1964,63,46,54
10/27/1964,67,56,62
10/28/1964,67,56,62
10/29/1964,66,56,61
10/30/1964,66,56,61
10/31/1964,67,50,58
11/1/1964,58,53,56
11/2/1964,57,50,54
11/3/1964,57,50,54
11/4/1964,57,50,54
11/5/1964,71,51,61
11/6/1964,71,51,61
11/7/1964,57,47,52
11/8/1964,67,50,58
11/9/1964,67,50,58
11/10/1964,59,47,53
11/11/1964,52,47,50
11/12/1964,52,47,50
11/13/1964,52,35,44
11/14/1964,52,35,44
11/15/1964,56,37,46
11/16/1964,55,30,42
11/17/1964,58,32,45
11/18/1964,60,32,46
11/19/1964,61,31,46
11/20/1964,57,30,44
11/21/1964,57,33,45
11/22/1964,57,43,50
11/23/1964,57,43,50
11/24/1964,55,41,48
11/25/1964,58,50,54
11/26/1964,60,42,51
11/27/1964,55,38,46
11/28/1964,55,38,46
11/29/1964,57,49,53
11/30/1964,51,47,49
12/1/1964,51,47,49
12/2/1964,66,44,55
12/3/1964,57,42,50
12/4/1964,57,42,50
12/5/1964,57,42,50
12/6/1964,56,36,46
12/7/1964,56,36,46
12/8/1964,61,45,53
12/9/1964,61,45,53
12/10/1964,59,49,54
12/11/1964,60,42,51
12/12/1964,55,35,45
12/13/1964,52,31,42
12/14/1964,52,31,42
12/15/1964,50,42,46
12/16/1964,50,42,46
12/17/1964,46,34,40
12/18/1964,47,35,41
12/19/1964,47,35,41
12/20/1964,61,52,56
12/21/1964,59,57,58
12/22/1964,62,57,60
12/23/1964,62,57,60
12/24/1964,65,55,60
12/25/1964,61,54,58
12/26/1964,57,51,54
12/27/1964,53,44,48
12/28/1964,49,40,44
12/29/1964,45,39,42
12/30/1964,48,38,43
12/31/1964,48,33,40
1/1/1965,44,29,36
1/2/1965,46,36,41
1/3/1965,49,45,47
1/4/1965,49,45,47
1/5/1965,56,52,54
1/6/1965,57,43,50
1/7/1965,49,36,42
1/8/1965,49,36,42
1/9/1965,52,40,46
1/10/1965,52,40,46
1/11/1965,51,41,46
1/12/1965,55,35,45
1/13/1965,55,35,45
1/14/1965,55,35,45
1/15/1965,43,40,42
1/16/1965,46,40,43
1/17/1965,47,40,44
1/18/1965,47,40,44
1/19/1965,48,43,46
1/20/1965,48,43,46
1/21/1965,54,46,50
1/22/1965,54,46,50
1/23/1965,57,43,50
1/24/1965,55,38,46
1/25/1965,55,38,46
1/26/1965,54,39,46
1/27/1965,55,39,47
1/28/1965,49,37,43
1/29/1965,49,37,43
1/30/1965,48,41,44
1/31/1965,48,41,44
2/1/1965,48,43,46
2/2/1965,48,43,46
2/3/1965,45,42,44
2/4/1965,45,42,44
2/5/1965,45,42,44
2/6/1965,57,39,48
2/7/1965,64,36,50
2/8/1965,64,36,50
2/9/1965,64,36,50
2/10/1965,61,35,48
2/11/1965,58,37,48
2/12/1965,58,32,45
2/13/1965,58,32,45
2/14/1965,62,39,50
2/15/1965,57,41,49
2/16/1965,63,36,50
2/17/1965,63,36,50
2/18/1965,63,36,50
2/19/1965,70,40,55
2/20/1965,67,36,52
2/21/1965,68,43,56
2/22/1965,64,38,51
2/23/1965,63,42,52
2/24/1965,63,42,52
2/25/1965,67,36,52
2/26/1965,64,38,51
2/27/1965,60,45,52
2/28/1965,64,37,50
3/1/1965,64,37,50
3/2/1965,66,35,50
3/3/1965,69,38,54
3/4/1965,69,46,58
3/5/1965,61,48,54
3/6/1965,59,47,53
3/7/1965,59,47,53
3/8/1965,64,41,52
3/9/1965,53,41,47
3/10/1965,56,48,52
3/11/1965,64,40,52
3/12/1965,51,46,48
3/13/1965,61,47,54
3/14/1965,64,39,52
3/15/1965,68,40,54
3/16/1965,57,44,50
3/17/1965,60,39,50
3/18/1965,60,39,50
3/19/1965,72,37,54
3/20/1965,73,40,56
3/21/1965,76,42,59
3/22/1965,76,42,59
3/23/1965,63,46,54
3/24/1965,57,44,50
3/25/1965,62,41,52
3/26/1965,57,46,52
3/27/1965,60,43,52
3/28/1965,62,39,50
3/29/1965,59,43,51
3/30/1965,66,48,57
3/31/1965,63,50,56
4/1/1965,63,45,54
4/2/1965,55,45,50
4/3/1965,69,41,55
4/4/1965,66,43,54
4/5/1965,57,49,53
4/6/1965,59,40,50
4/7/1965,57,39,48
4/8/1965,54,45,50
4/9/1965,51,42,46
4/10/1965,52,40,46
4/11/1965,60,37,48
4/12/1965,60,37,48
4/13/1965,55,49,52
4/14/1965,63,49,56
4/15/1965,65,51,58
4/16/1965,65,44,54
4/17/1965,64,43,54
4/18/1965,66,50,58
4/19/1965,73,54,64
4/20/1965,67,54,60
4/21/1965,72,53,62
4/22/1965,70,47,58
4/23/1965,77,46,62
4/24/1965,82,49,66
4/25/1965,85,54,70
4/26/1965,88,58,73
4/27/1965,84,57,70
4/28/1965,80,54,67
4/29/1965,80,52,66
4/30/1965,76,50,63
5/1/1965,71,41,56
5/2/1965,70,42,56
5/3/1965,75,42,58
5/4/1965,72,45,58
5/5/1965,68,38,53
5/6/1965,68,38,53
5/7/1965,75,43,59
5/8/1965,75,43,59
5/9/1965,83,44,64
5/10/1965,85,49,67
5/11/1965,88,49,68
5/12/1965,89,51,70
5/13/1965,89,51,70
5/14/1965,86,45,66
5/15/1965,89,47,68
5/16/1965,89,47,68
5/17/1965,86,52,69
5/18/1965,83,50,66
5/19/1965,78,52,65
5/20/1965,69,50,60
5/21/1965,71,50,60
5/22/1965,77,52,64
5/23/1965,77,52,64
5/24/1965,80,54,67
5/25/1965,88,48,68
5/26/1965,92,52,72
5/27/1965,93,54,74
5/28/1965,94,56,75
5/29/1965,94,55,74
5/30/1965,82,51,66
5/31/1965,68,50,59
6/1/1965,75,50,62
6/2/1965,81,51,66
6/3/1965,81,50,66
6/4/1965,77,51,64
6/5/1965,77,50,64
6/6/1965,72,49,60
6/7/1965,73,48,60
6/8/1965,71,49,60
6/9/1965,81,49,65
6/10/1965,91,53,72
6/11/1965,91,56,74
6/12/1965,85,52,68
6/13/1965,84,48,66
6/14/1965,79,50,64
6/15/1965,82,46,64
6/16/1965,85,53,69
6/17/1965,75,57,66
6/18/1965,87,54,70
6/19/1965,94,59,76
6/20/1965,90,54,72
6/21/1965,83,54,68
6/22/1965,80,53,66
6/23/1965,81,54,68
6/24/1965,81,54,68
6/25/1965,73,52,62
6/26/1965,80,49,64
6/27/1965,89,52,70
6/28/1965,96,56,76
6/29/1965,96,56,76
6/30/1965,73,55,64
7/1/1965,92,53,72
7/2/1965,98,61,80
7/3/1965,93,54,74
7/4/1965,100,54,77
7/5/1965,100,58,79
7/6/1965,85,53,69
7/7/1965,91,51,71
7/8/1965,91,53,72
7/9/1965,91,53,72
7/10/1965,87,53,70
7/11/1965,87,53,70
7/12/1965,93,54,74
7/13/1965,93,54,74
7/14/1965,100,55,78
7/15/1965,102,60,81
7/16/1965,99,63,81
7/17/1965,95,61,78
7/18/1965,92,60,76
7/19/1965,86,55,70
7/20/1965,87,55,71
7/21/1965,88,56,72
7/22/1965,96,58,77
7/23/1965,93,58,76
7/24/1965,97,55,76
7/25/1965,83,57,70
7/26/1965,80,56,68
7/27/1965,87,53,70
7/28/1965,92,55,74
7/29/1965,96,56,76
7/30/1965,91,63,77
7/31/1965,95,68,82
8/1/1965,100,62,81
8/2/1965,92,59,76
8/3/1965,92,59,76
8/4/1965,98,56,77
8/5/1965,100,60,80
8/6/1965,97,58,78
8/7/1965,97,58,78
8/8/1965,93,57,75
8/9/1965,98,60,79
8/10/1965,93,67,80
8/11/1965,70,62,66
8/12/1965,85,61,73
8/13/1965,92,60,76
8/14/1965,97,63,80
8/15/1965,90,58,74
8/16/1965,90,58,74
8/17/1965,94,59,76
8/18/1965,94,59,76
8/19/1965,87,58,72
8/20/1965,89,57,73
8/21/1965,87,57,72
8/22/1965,87,58,72
8/23/1965,87,58,72
8/24/1965,87,57,72
8/25/1965,90,58,74
8/26/1965,92,61,76
8/27/1965,97,62,80
8/28/1965,97,60,78
8/29/1965,97,60,78
8/30/1965,93,59,76
8/31/1965,86,58,72
9/1/1965,86,58,72
9/2/1965,87,54,70
9/3/1965,86,55,70
9/4/1965,81,51,66
9/5/1965,81,51,66
9/6/1965,81,51,66
9/7/1965,81,55,68
9/8/1965,81,55,68
9/9/1965,89,54,72
9/10/1965,91,56,74
9/11/1965,84,52,68
9/12/1965,87,45,66
9/13/1965,87,45,66
9/14/1965,93,53,73
9/15/1965,93,53,73
9/16/1965,83,58,70
9/17/1965,78,50,64
9/18/1965,79,43,61
9/19/1965,82,45,64
9/20/1965,85,46,66
9/21/1965,86,50,68
9/22/1965,88,51,70
9/23/1965,91,51,71
9/24/1965,91,51,71
9/25/1965,78,53,66
9/26/1965,78,53,66
9/27/1965,64,51,58
9/28/1965,79,47,63
9/29/1965,87,49,68
9/30/1965,87,50,68
10/1/1965,90,52,71
10/2/1965,88,50,69
10/3/1965,83,49,66
10/4/1965,83,49,66
10/5/1965,81,54,68
10/6/1965,87,52,70
10/7/1965,92,57,74
10/8/1965,85,54,70
10/9/1965,85,54,70
10/10/1965,77,48,62
10/11/1965,85,49,67
10/12/1965,86,52,69
10/13/1965,84,51,68
10/14/1965,70,52,61
10/15/1965,70,42,56
10/16/1965,72,47,60
10/17/1965,72,47,60
10/18/1965,74,49,62
10/19/1965,80,48,64
10/20/1965,81,46,64
10/21/1965,85,48,66
10/22/1965,87,49,68
10/23/1965,89,50,70
10/24/1965,89,49,69
10/25/1965,86,50,68
10/26/1965,86,51,68
10/27/1965,86,51,68
10/28/1965,83,49,66
10/29/1965,83,49,66
10/30/1965,83,48,66
10/31/1965,81,44,62
11/1/1965,70,47,58
11/2/1965,66,43,54
11/3/1965,71,45,58
11/4/1965,71,45,58
11/5/1965,76,51,64
11/6/1965,74,48,61
11/7/1965,71,46,58
11/8/1965,69,49,59
11/9/1965,67,42,54
11/10/1965,69,43,56
11/11/1965,70,48,59
11/12/1965,59,53,56
11/13/1965,58,54,56
11/14/1965,58,54,56
11/15/1965,69,54,62
11/16/1965,57,53,55
11/17/1965,67,54,60
11/18/1965,63,53,58
11/19/1965,62,48,55
11/20/1965,63,45,54
11/21/1965,59,40,50
11/22/1965,55,36,46
11/23/1965,56,49,52
11/24/1965,57,46,52
11/25/1965,53,39,46
11/26/1965,52,34,43
11/27/1965,57,40,48
11/28/1965,57,34,46
11/29/1965,58,36,47
11/30/1965,63,36,50
12/1/1965,44,38,41
12/2/1965,44,42,43
12/3/1965,44,40,42
12/4/1965,47,41,44
12/5/1965,45,39,42
12/6/1965,42,38,40
12/7/1965,41,38,40
